Actual_jobs,City,State
3,Brooten,Minnesota
3,Two Harbors,Minnesota
0,Osage,Minnesota
0,Crosby,Minnesota
0,Kelliher,Minnesota
0,Lake City,Minnesota
0,Pine River,Minnesota
1,Trail,Minnesota
0,Lake Lillian,Minnesota
0,Farwell,Minnesota
0,Bena,Minnesota
0,Hadley,Minnesota
1,Alvarado,Minnesota
0,Harding,Minnesota
0,Rutledge,Minnesota
0,Moose Lake,Minnesota
0,Brownton,Minnesota
0,Clarissa,Minnesota
1,Houston,Minnesota
0,Redby,Minnesota
31,Red Wing,Minnesota
0,Karlstad,Minnesota
0,McGrath,Minnesota
1,Worthington,Minnesota
0,Buhl,Minnesota
23,Big Lake,Minnesota
1,Frontenac,Minnesota
0,Tyler,Minnesota
0,Beardsley,Minnesota
1,Morris,Minnesota
1,Nevis,Minnesota
0,Deer River,Minnesota
0,Genola,Minnesota
2,Jasper,Minnesota
1,Baxter,Minnesota
0,Belgrade,Minnesota
1,Morton,Minnesota
0,Ihlen,Minnesota
0,Howard Lake,Minnesota
0,Ceylon,Minnesota
0,Cromwell,Minnesota
1,Hill City,Minnesota
0,Audubon,Minnesota
0,Austin,Minnesota
0,Flensburg,Minnesota
0,Echo,Minnesota
1,Evansville,Minnesota
0,Georgetown,Minnesota
0,Hartland,Minnesota
0,Wendell,Minnesota
0,Askov,Minnesota
0,Annandale,Minnesota
1,Steen,Minnesota
0,Holland,Minnesota
0,Clear Lake,Minnesota
0,Pemberton,Minnesota
0,Bertha,Minnesota
4,Montgomery,Minnesota
0,Claremont,Minnesota
0,Sedan,Minnesota
0,Herman,Minnesota
0,Dent,Minnesota
0,Waldorf,Minnesota
0,Brewster,Minnesota
0,Round Lake,Minnesota
0,Tamarack,Minnesota
1,Manchester,Minnesota
1,Gilman,Minnesota
1,Breezy Point,Minnesota
0,Nisswa,Minnesota
0,Spring Hill,Minnesota
0,Hector,Minnesota
0,Lastrup,Minnesota
0,Wolverton,Minnesota
0,Holloway,Minnesota
0,Hardwick,Minnesota
0,St. Cloud,Minnesota
0,Maynard,Minnesota
0,Dundee,Minnesota
7,Melrose,Minnesota
0,Bruno,Minnesota
1,Badger,Minnesota
0,Eyota,Minnesota
0,Mazeppa,Minnesota
0,Avon,Minnesota
0,Barrett,Minnesota
0,Gilbert,Minnesota
0,Hermantown,Minnesota
0,Mapleview,Minnesota
0,Balaton,Minnesota
0,Ellsworth,Minnesota
0,Watkins,Minnesota
2,Sauk Centre,Minnesota
0,Kingston,Minnesota
0,Wadena,Minnesota
0,Millerville,Minnesota
0,McKinley,Minnesota
1,Hamburg,Minnesota
0,Albert Lea,Minnesota
0,Homer,Minnesota
0,Freeport,Minnesota
0,Eden Valley,Minnesota
1,Utica,Minnesota
141,Hendricks,Minnesota
0,Raymond,Minnesota
0,Sauk Rapids,Minnesota
0,Storden,Minnesota
3,Shakopee,Minnesota
0,Sunburg,Minnesota
3,East Grand Forks,Minnesota
0,Grand Rapids,Minnesota
0,Lake George,Minnesota
0,Federal Dam,Minnesota
0,Gully,Minnesota
0,Trommald,Minnesota
0,Wheaton,Minnesota
1,Paynesville,Minnesota
1,Dakota,Minnesota
0,St. Joseph,Minnesota
3,Waseca,Minnesota
0,Scanlon,Minnesota
0,Ada,Minnesota
0,Kellogg,Minnesota
0,Akeley,Minnesota
0,Coleraine,Minnesota
0,Nimrod,Minnesota
0,Dassel,Minnesota
1,Deerwood,Minnesota
0,Brainerd,Minnesota
1,Glyndon,Minnesota
0,Warba,Minnesota
0,Lamberton,Minnesota
0,Pennock,Minnesota
0,Murdock,Minnesota
0,Wilmont,Minnesota
0,Twin Lakes,Minnesota
0,Elkton,Minnesota
0,North Branch,Minnesota
0,Oklee,Minnesota
1,Ogilvie,Minnesota
1,Goodview,Minnesota
1,Correll,Minnesota
0,Green Isle,Minnesota
0,Hoyt Lakes,Minnesota
0,Quamba,Minnesota
0,Minneiska,Minnesota
0,Nassau,Minnesota
0,Bejou,Minnesota
0,Bird Island,Minnesota
0,Laporte,Minnesota
0,Lynd,Minnesota
0,Chandler,Minnesota
0,Cokato,Minnesota
0,Fifty Lakes,Minnesota
0,Lake Shore,Minnesota
5,Dawson,Minnesota
0,Buckman,Minnesota
0,Walters,Minnesota
0,Sargeant,Minnesota
4,Starbuck,Minnesota
2,Corcoran,Minnesota
0,Minneota,Minnesota
0,Montrose,Minnesota
0,Ortonville,Minnesota
1166,Sanford,Michigan
658,Stanton,Michigan
1053,Glen Arbor,Michigan
259,Rapid City,Michigan
495,Sturgis,Michigan
10,White Pine,Michigan
1162,Norton Shores,Michigan
182,Escanaba,Michigan
168,Alpena,Michigan
306,Grand Beach,Michigan
220,Buckley,Michigan
492,Gwinn,Michigan
1015,Walloon Lake,Michigan
254,Whittemore,Michigan
96,Port Hope,Michigan
1317,Holt,Michigan
27,Norwood,Michigan
50,Lupton,Michigan
31,Manistique,Michigan
1323,Grand Blanc,Michigan
24,Ossineke,Michigan
290,Eastlake,Michigan
9,Cadillac,Michigan
696,Luna Pier,Michigan
770,Grant,Michigan
1,Boyne Falls,Michigan
929,Fair Plain,Michigan
719,Vermontville,Michigan
532,Merrill,Michigan
2,Nessen City,Michigan
999,Concord,Michigan
404,Le Roy,Michigan
5,DeWitt,Michigan
26,Mason,Michigan
209,Perrinton,Michigan
16,West Ishpeming,Michigan
139,Lewiston,Michigan
506,Tekonsha,Michigan
84,Harrisville,Michigan
305,New Era,Michigan
726,Detroit Beach,Michigan
51,Powers,Michigan
55,Freeland,Michigan
326,Barryton,Michigan
0,Hardwood Acres,Michigan
72,Scottville,Michigan
2,Filer City,Michigan
2,Bay View,Michigan
159,Dollar Bay,Michigan
11,Quinnesec,Michigan
24,Standish,Michigan
7,St. Louis,Michigan
20,Au Sable,Michigan
605,Grand Haven,Michigan
683,Lexington,Michigan
909,Breedsville,Michigan
174,Mackinaw City,Michigan
10,Benton Heights,Michigan
43,Port Austin,Michigan
428,Waldron,Michigan
36,Mackinac Island,Michigan
8,Skidway Lake,Michigan
0,Shields,Michigan
4,Hillsdale,Michigan
39,Goodrich,Michigan
1,St. James,Michigan
0,Rose City,Michigan
42,Lake Linden,Michigan
7,Coldwater,Michigan
3,Davison,Michigan
7,Sheridan,Michigan
1,Parkdale,Michigan
777,Zeeland,Michigan
11,Grandville,Michigan
35,Reese,Michigan
0,Levering,Michigan
23,Posen,Michigan
12,Stanwood,Michigan
0,Beecher,Michigan
2,Morenci,Michigan
392,New Haven,Michigan
88,Pigeon,Michigan
0,Burt,Michigan
484,Brown City,Michigan
558,Decatur,Michigan
2,Rothbury,Michigan
0,Marshall,Michigan
1,Fife Lake,Michigan
1,Traverse City,Michigan
1,Petoskey,Michigan
0,South Haven,Michigan
0,Harrietta,Michigan
5,Onekama,Michigan
398,Sebewaing,Michigan
6,East Jordan,Michigan
285,Dowling,Michigan
8,De Tour Village,Michigan
0,Hillman,Michigan
2,Bellevue,Michigan
0,Lake Ann,Michigan
211,Houghton Lake,Michigan
0,Jonesville,Michigan
1,Tawas City,Michigan
3,Marion,Michigan
7,South Gull Lake,Michigan
0,Owendale,Michigan
584,Petersburg,Michigan
2,Mendon,Michigan
6,Henderson,Michigan
5,Ponshewaing,Michigan
0,Muskegon,Michigan
0,Chesaning,Michigan
3,Wakefield,Michigan
0,Kingsford,Michigan
2,Lennon,Michigan
0,Harbor Beach,Michigan
0,Vanderbilt,Michigan
4,Arcadia,Michigan
5,Mancelona,Michigan
0,Canadian Lakes,Michigan
3,Elk Rapids,Michigan
0,Athens,Michigan
0,Alba,Michigan
5,Gaastra,Michigan
0,Tustin,Michigan
6,Gladstone,Michigan
184,Sault Ste. Marie,Michigan
2,Twining,Michigan
3,Coleman,Michigan
0,Omer,Michigan
3,Laingsburg,Michigan
0,Luther,Michigan
0,Oakley,Michigan
708,St. Clair,Michigan
3,Norway,Michigan
10,Onsted,Michigan
0,Laurium,Michigan
0,Akron,Michigan
0,Hancock,Michigan
4,Marlette,Michigan
0,Interlochen,Michigan
2,Jackson,Michigan
1,Eagle,Michigan
0,Eastport,Michigan
4,Otsego,Michigan
0,Caro,Michigan
0,Hubbardston,Michigan
0,Advance,Michigan
5,Carney,Michigan
0,Lyons,Michigan
1,Ontonagon,Michigan
786,Kentwood,Michigan
37,Newberry,Michigan
4,Hartford,Michigan
1,Peck,Michigan
1192,Melvindale,Michigan
0,McBride,Michigan
0,Calumet,Michigan
0,Allen,Michigan
1,Turner,Michigan
1,Middletown,Michigan
0,Lakewood Club,Michigan
4,Marysville,Michigan
0,Brutus,Michigan
0,Ovid,Michigan
5,Forest Hills,Michigan
0,Bear Lake,Michigan
1,Ubly,Michigan
6,Lansing,Michigan
6,Hesperia,Michigan
1,Otisville,Michigan
2,Iron River,Michigan
0,Battle Creek,Michigan
5,Harvey,Michigan
5,Lost Lake Woods,Michigan
2,Reading,Michigan
2,Clayton,Michigan
1,Buena Vista,Michigan
0,Horton Bay,Michigan
0,Elberta,Michigan
3,Lawton,Michigan
0,Marquette,Michigan
0,Olivet,Michigan
0,Oden,Michigan
3,Breckenridge,Michigan
34,Baraga,Michigan
683,Imlay City,Michigan
0,Woodland,Michigan
1,Eaton Rapids,Michigan
0,Sterling,Michigan
11,Millersburg,Michigan
12,Indian River,Michigan
2,St. Ignace,Michigan
0,Wacousta,Michigan
100,Harrison,Michigan
1,Caseville,Michigan
0,Ithaca,Michigan
0,Roosevelt Park,Michigan
0,Republic,Michigan
3,Manton,Michigan
27,Dowagiac,Michigan
2,Fennville,Michigan
0,Stronach,Michigan
2,Carson City,Michigan
1,Croswell,Michigan
0,Barnes Lake-Millers Lake,Michigan
0,Cement City,Michigan
12,Zeba,Michigan
0,Jennings,Michigan
0,Trowbridge Park,Michigan
0,North Adams,Michigan
0,Manistee,Michigan
5,Deckerville,Michigan
0,Rosebush,Michigan
0,Snover,Michigan
7,Weidman,Michigan
3,Berrien Springs,Michigan
0,Colon,Michigan
0,Bay Port,Michigan
1,Kingsley,Michigan
0,Ahmeek,Michigan
1,Marenisco,Michigan
2,Mesick,Michigan
6,Bellaire,Michigan
0,Fostoria,Michigan
0,Woodland Beach,Michigan
0,Onaway,Michigan
3,Vassar,Michigan
0,Alma,Michigan
0,Morley,Michigan
0,Bridgeport,Michigan
2,Cass City,Michigan
0,Bangor,Michigan
0,Au Gres,Michigan
0,Canada Creek Ranch,Michigan
0,Wedgewood,Michigan
1,Fruitport,Michigan
0,Clifford,Michigan
0,Burlington,Michigan
0,St. Charles,Michigan
0,Port Sanilac,Michigan
6,Williamston,Michigan
2,Charlevoix,Michigan
0,Bad Axe,Michigan
3,Galien,Michigan
0,Bay Shore,Michigan
1,Michiana,Michigan
0,Greilickville,Michigan
1,Auburn,Michigan
4,Evart,Michigan
69,Menominee,Michigan
0,Copper City,Michigan
1,Ishpeming,Michigan
4,Watervliet,Michigan
0,Big Bay,Michigan
0,Alanson,Michigan
2,Portland,Michigan
2,Hart,Michigan
0,Quincy,Michigan
0,Forestville,Michigan
1,Douglas,Michigan
0,Wolverine,Michigan
3,Fountain,Michigan
6,Yale,Michigan
2,Port Huron,Michigan
1,McBain,Michigan
10,Prudenville,Michigan
0,Mount Pleasant,Michigan
1,Sandusky,Michigan
0,West Branch,Michigan
3,Edmore,Michigan
0,Houghton,Michigan
0,Prescott,Michigan
0,Charlotte,Michigan
1,Copemish,Michigan
0,Sherwood,Michigan
2,Kaleva,Michigan
4,St. Helen,Michigan
326,Brooklyn,Michigan
3,Alpha,Michigan
2,Belding,Michigan
0,Lambertville,Michigan
3,Howard City,Michigan
2,L'Anse,Michigan
8,Leland,Michigan
0,Shepherd,Michigan
6,Whitehall,Michigan
1,Hersey,Michigan
0,Carp Lake,Michigan
426,Byron,Michigan
0,Leslie,Michigan
3,Baldwin,Michigan
0,Nashville,Michigan
0,Ironwood,Michigan
1,Negaunee,Michigan
0,Beal City,Michigan
1,Niles,Michigan
0,Pilgrim,Michigan
0,Amasa,Michigan
0,Free Soil,Michigan
0,Custer,Michigan
0,Loomis,Michigan
1,Shoreham,Michigan
1,Shelby,Michigan
1,Maple Rapids,Michigan
0,Boyne City,Michigan
3,Sparta,Michigan
1,Gaylord,Michigan
0,Muskegon Heights,Michigan
1,Fremont,Michigan
0,Parma,Michigan
0,Saginaw,Michigan
0,Daggett,Michigan
1,Attica,Michigan
0,Caspian,Michigan
23,Watersmeet,Michigan
40,Marine City,Michigan
0,Palmer,Michigan
2,Allendale,Michigan
0,Beaverton,Michigan
0,Robin Glen-Indiantown,Michigan
4,Lake City,Michigan
2,Kalkaska,Michigan
0,Benton Harbor,Michigan
636,Chelsea,Michigan
0,Omena,Michigan
0,Brethren,Michigan
0,South Boardman,Michigan
0,Twin Lake,Michigan
2,Northport,Michigan
0,Lake Leelanau,Michigan
0,Hanover,Michigan
0,Walker,Michigan
0,Albion,Michigan
0,Eagle River,Michigan
0,Ironton,Michigan
0,Allegan,Michigan
15,Garden,Michigan
0,Alden,Michigan
1,Stevensville,Michigan
3,Eagle Harbor,Michigan
1,Litchfield,Michigan
0,Honor,Michigan
0,Clare,Michigan
1,Hudson,Michigan
0,Maple City,Michigan
0,Hubbell,Michigan
0,Minden City,Michigan
0,Farwell,Michigan
0,Spring Arbor,Michigan
0,Big Rapids,Michigan
0,Oak Hill,Michigan
2,Stony Point,Michigan
2,Roscommon,Michigan
0,Pewamo,Michigan
0,Cross Village,Michigan
0,Conway,Michigan
0,Chums Corner,Michigan
37,Grayling,Michigan
5,Lakeview,Michigan
2,Potterville,Michigan
0,Flushing,Michigan
7,Ecorse,Michigan
0,Benzonia,Michigan
0,Gagetown,Michigan
0,Adrian,Michigan
4,Ionia,Michigan
0,Thompsonville,Michigan
2,Emmett,Michigan
1,Muir,Michigan
0,Vandercook Lake,Michigan
1,Clio,Michigan
11,Mio,Michigan
0,Montgomery,Michigan
1,Michigamme,Michigan
1,Central Lake,Michigan
1,Owosso,Michigan
0,Suttons Bay,Michigan
0,Harbor Springs,Michigan
4,Gladwin,Michigan
0,Springport,Michigan
0,Durand,Michigan
0,Iron Mountain,Michigan
0,Unionville,Michigan
0,Frankfort,Michigan
4,Ludington,Michigan
0,Walkerville,Michigan
0,Pentwater,Michigan
0,Lapeer,Michigan
1,Bronson,Michigan
0,Carsonville,Michigan
0,Ellsworth,Michigan
0,Maple Grove,Michigan
1,Midland,Michigan
3,Rogers City,Michigan
0,New Troy,Michigan
0,Oscoda,Michigan
4,Marcellus,Michigan
0,Atlanta,Michigan
0,Paw Paw Lake,Michigan
1,Augusta,Michigan
0,Lake Isabella,Michigan
0,Mayville,Michigan
1,Pellston,Michigan
3,Rockwood,Michigan
5,White Cloud,Michigan
0,Ashley,Michigan
0,South Range,Michigan
0,St. Joseph,Michigan
3,Parchment,Michigan
0,Centreville,Michigan
0,Mecosta,Michigan
0,Cedar,Michigan
0,Manitou Beach-Devils Lake,Michigan
1,Crystal Falls,Michigan
0,Lincoln,Michigan
2,White Pigeon,Michigan
1,Empire,Michigan
47,Munising,Michigan
0,Bessemer,Michigan
0,Elkton,Michigan
0,North Branch,Michigan
1,Wellston,Michigan
0,Coloma,Michigan
0,Stephenson,Michigan
2,Comstock Park,Michigan
0,Gaines,Michigan
2,Copper Harbor,Michigan
0,Beulah,Michigan
0,Essexville,Michigan
0,South Monroe,Michigan
2,Camden,Michigan
0,Pinconning,Michigan
0,Hubbard Lake,Michigan
0,Applegate,Michigan
3,Reed City,Michigan
2,Bridgman,Michigan
0,Haring,Michigan
3,Cheboygan,Michigan
0,East Tawas,Michigan
1,Addison,Michigan
1,Kingston,Michigan
0,Lake Michigan Beach,Michigan
0,Boon,Michigan
1,Elsie,Michigan
10,Chatham,Michigan
0,Kinde,Michigan
1,Montrose,Michigan
0,Pierson,Michigan
151,Holyrood,Kansas
117,Parkerfield,Kansas
83,Caney,Kansas
273,Council Grove,Kansas
86,Aurora,Kansas
638,Rantoul,Kansas
25,Miltonvale,Kansas
34,Waldo,Kansas
25,Morrill,Kansas
419,Lehigh,Kansas
105,Liberty,Kansas
88,Pratt,Kansas
1,Protection,Kansas
1129,Wakarusa,Kansas
22,Summerfield,Kansas
666,Paxico,Kansas
54,Peabody,Kansas
143,Moran,Kansas
32,Burdett,Kansas
12,Hamlin,Kansas
14,Arma,Kansas
40,Labette,Kansas
682,Culver,Kansas
420,Willowbrook,Kansas
11,Tampa,Kansas
5,Kirwin,Kansas
12,Centralia,Kansas
5,Goessel,Kansas
38,St. Paul,Kansas
19,Climax,Kansas
4,Norcatur,Kansas
0,Brookville,Kansas
7,Goff,Kansas
1228,Rose Hill,Kansas
38,Cawker City,Kansas
66,St. John,Kansas
15,Louisville,Kansas
0,Hillsboro,Kansas
94,Pretty Prairie,Kansas
12,Rush Center,Kansas
35,Green,Kansas
90,Menlo,Kansas
56,Westphalia,Kansas
66,Claflin,Kansas
46,Redfield,Kansas
8,Hanston,Kansas
8,Downs,Kansas
8,Hardtner,Kansas
452,Detroit,Kansas
0,McFarland,Kansas
5,Webber,Kansas
7,Elwood,Kansas
6,Galena,Kansas
8,Independence,Kansas
597,Conway Springs,Kansas
0,Uniontown,Kansas
7,Long Island,Kansas
24,Longton,Kansas
3,Belvue,Kansas
3,Agra,Kansas
66,Emporia,Kansas
5,Danville,Kansas
7,Albert,Kansas
8,Eastborough,Kansas
26,Leoti,Kansas
242,Hays,Kansas
2,Roxbury,Kansas
0,Iuka,Kansas
6,Princeton,Kansas
8,Solomon,Kansas
303,Fort Dodge,Kansas
5,Lincolnville,Kansas
12,Concordia,Kansas
1,Harper,Kansas
13,Meade,Kansas
397,Nortonville,Kansas
40,Victoria,Kansas
0,South Hutchinson,Kansas
0,Mayfield,Kansas
1,Enterprise,Kansas
0,Mildred,Kansas
0,Reserve,Kansas
11,Dighton,Kansas
10,Lewis,Kansas
13,Pleasanton,Kansas
22,Waterville,Kansas
318,Deerfield,Kansas
5,Silver Lake,Kansas
22,New Strawn,Kansas
8,Argonia,Kansas
13,Montezuma,Kansas
22,Chanute,Kansas
0,Radium,Kansas
0,Waldron,Kansas
25,Lancaster,Kansas
2,Bird City,Kansas
35,Brewster,Kansas
246,Overbrook,Kansas
6,Bunker Hill,Kansas
2,Courtland,Kansas
10,Bucklin,Kansas
11,Greenleaf,Kansas
8,Healy,Kansas
3,Wright,Kansas
7,Junction City,Kansas
0,Riley,Kansas
0,Athol,Kansas
1,Scottsville,Kansas
1,Coldwater,Kansas
0,Bushong,Kansas
2,Oswego,Kansas
1,Sabetha,Kansas
0,Powhattan,Kansas
6,Scott City,Kansas
0,Turon,Kansas
0,Burr Oak,Kansas
3,Lyndon,Kansas
1,Ozawkie,Kansas
4,Lucas,Kansas
2,Medicine Lodge,Kansas
0,Denton,Kansas
9,Clay Center,Kansas
1,Altamont,Kansas
0,Herington,Kansas
0,Partridge,Kansas
1,Burns,Kansas
1,Dodge City,Kansas
0,Bluff City,Kansas
0,Blue Mound,Kansas
2,Altoona,Kansas
8,Mahaska,Kansas
3,Columbus,Kansas
0,Hutchinson,Kansas
3,Tribune,Kansas
11,Palco,Kansas
9,Virgil,Kansas
0,Ford,Kansas
1,Scammon,Kansas
0,South Haven,Kansas
1,Sun City,Kansas
1,Seneca,Kansas
3,Liberal,Kansas
14,Elkhart,Kansas
1,Everest,Kansas
2,Republic,Kansas
4,Liebenthal,Kansas
17,Collyer,Kansas
3,Walton,Kansas
0,Ogden,Kansas
0,Harveyville,Kansas
0,Elk City,Kansas
0,Tescott,Kansas
0,Mound Valley,Kansas
0,Marion,Kansas
0,Caldwell,Kansas
6,Burlington,Kansas
2,Cunningham,Kansas
1,Wakefield,Kansas
13,Galva,Kansas
8,Elmdale,Kansas
1,Milton,Kansas
0,Dorrance,Kansas
50,Garden Plain,Kansas
4,Oberlin,Kansas
15,Winona,Kansas
0,Arcadia,Kansas
850,Edwardsville,Kansas
0,Franklin,Kansas
0,Seward,Kansas
5,Yates Center,Kansas
5,Stockton,Kansas
0,Durham,Kansas
7,New Albany,Kansas
0,Russell,Kansas
4,Peru,Kansas
0,Milford,Kansas
7,Gove City,Kansas
0,McCune,Kansas
0,Jetmore,Kansas
1,Fulton,Kansas
0,Edna,Kansas
1,Linn Valley,Kansas
0,North Newton,Kansas
15,Holcomb,Kansas
4,Lost Springs,Kansas
0,Neosho Rapids,Kansas
2,Osborne,Kansas
87,Cassoday,Kansas
2,Beloit,Kansas
7,Wallace,Kansas
0,Edmond,Kansas
3,Hamilton,Kansas
2,Belpre,Kansas
1,Elbing,Kansas
4,Zenda,Kansas
1,Glen Elder,Kansas
7,Lyons,Kansas
0,Haviland,Kansas
1,Towanda,Kansas
0,Bennington,Kansas
0,Plains,Kansas
9,Moscow,Kansas
0,Hartford,Kansas
0,Corning,Kansas
0,Coats,Kansas
2,Delia,Kansas
0,Preston,Kansas
0,Jewell,Kansas
0,Allen,Kansas
1,Effingham,Kansas
0,Rozel,Kansas
1,Canton,Kansas
1,Larned,Kansas
7,Marysville,Kansas
0,Abbyville,Kansas
0,Rosalia,Kansas
0,Scandia,Kansas
2,Madison,Kansas
0,Phillipsburg,Kansas
0,Delphos,Kansas
1,Troy,Kansas
0,Timken,Kansas
0,Bern,Kansas
0,Otis,Kansas
7,Mound City,Kansas
0,Hoyt,Kansas
2,Olmitz,Kansas
0,Fairview,Kansas
1,Gem,Kansas
0,Andale,Kansas
4,Cedar Point,Kansas
0,Savonburg,Kansas
3,Bison,Kansas
0,Isabel,Kansas
0,Hunnewell,Kansas
1,Parkerville,Kansas
1,Dexter,Kansas
16,Herndon,Kansas
0,Willard,Kansas
8,Sylvan Grove,Kansas
0,Reading,Kansas
2,Clayton,Kansas
4,Morrowville,Kansas
2,Russell Springs,Kansas
5,Damar,Kansas
5,Colony,Kansas
1,Iola,Kansas
0,Olivet,Kansas
4,Howard,Kansas
0,Wamego,Kansas
0,Longford,Kansas
3,Elgin,Kansas
0,Plevna,Kansas
32,Ulysses,Kansas
9,Hoxie,Kansas
1,Sterling,Kansas
0,Belle Plaine,Kansas
0,Kickapoo Site 1,Kansas
0,Susank,Kansas
0,Lakin,Kansas
0,Kickapoo Site 5,Kansas
0,Harris,Kansas
0,Woodbine,Kansas
1,Wellington,Kansas
0,Severy,Kansas
3,Eureka,Kansas
0,New Cambria,Kansas
0,Speed,Kansas
2,McDonald,Kansas
5,Natoma,Kansas
0,Bronson,Kansas
0,Englewood,Kansas
2,Beverly,Kansas
0,Pittsburg,Kansas
2,Lebanon,Kansas
1,Marquette,Kansas
6,Garnett,Kansas
0,Elsmore,Kansas
3,Ellis,Kansas
0,Willis,Kansas
0,Kismet,Kansas
2,Dresden,Kansas
1,Esbon,Kansas
0,Cullison,Kansas
9,Baxter Springs,Kansas
0,Cambridge,Kansas
1,Niotaze,Kansas
0,Stark,Kansas
5,Hanover,Kansas
1,Tipton,Kansas
0,Milan,Kansas
0,Little River,Kansas
0,Minneapolis,Kansas
1,Ottawa,Kansas
5,Wheaton,Kansas
0,Udall,Kansas
0,Havana,Kansas
0,Scranton,Kansas
1,Parsons,Kansas
0,Wilroads Gardens,Kansas
2,Langdon,Kansas
0,Piqua,Kansas
0,Whiting,Kansas
0,Bassett,Kansas
1,Coolidge,Kansas
0,Cheney,Kansas
6,Waverly,Kansas
1,Vassar,Kansas
1,Syracuse,Kansas
0,Alma,Kansas
1,Strong City,Kansas
0,Kiowa,Kansas
0,Hepler,Kansas
0,Neodesha,Kansas
0,Beattie,Kansas
1,Munden,Kansas
0,Wathena,Kansas
1,Norwich,Kansas
0,Soldier,Kansas
4,Florence,Kansas
1,Valley Falls,Kansas
5,WaKeeney,Kansas
0,Ramona,Kansas
0,Vining,Kansas
0,Cottonwood Falls,Kansas
0,McCracken,Kansas
0,Westmoreland,Kansas
0,Byers,Kansas
0,Galesburg,Kansas
0,Greeley,Kansas
0,Geuda Springs,Kansas
0,Robinson,Kansas
46,Osage City,Kansas
1,Copeland,Kansas
6,Johnson City,Kansas
0,Welda,Kansas
1,Mankato,Kansas
0,LeRoy,Kansas
3,Barnard,Kansas
0,Auburn,Kansas
4,Logan,Kansas
0,Fort Riley,Kansas
0,El Dorado,Kansas
2,Formoso,Kansas
1,Lowell,Kansas
1,Cedar Vale,Kansas
1,Hunter,Kansas
0,Spivey,Kansas
0,Oxford,Kansas
0,Odin,Kansas
0,Mapleton,Kansas
1,St. Francis,Kansas
0,White City,Kansas
0,Kickapoo Site 7,Kansas
0,Randolph,Kansas
0,Kickapoo Site 6,Kansas
2,Kensington,Kansas
0,Eskridge,Kansas
0,Paradise,Kansas
0,Randall,Kansas
1,Benedict,Kansas
0,Belleville,Kansas
0,Arlington,Kansas
5,Blue Rapids,Kansas
2,Humboldt,Kansas
0,Topeka,Kansas
0,Nickerson,Kansas
0,Kipp,Kansas
4,Park,Kansas
0,Moundridge,Kansas
0,Prescott,Kansas
0,Garfield,Kansas
0,Wilson,Kansas
0,Roseland,Kansas
0,Abilene,Kansas
0,Cherokee,Kansas
1,Burrton,Kansas
3,Smith Center,Kansas
0,Halstead,Kansas
2,Portis,Kansas
0,Wichita,Kansas
0,Wetmore,Kansas
0,Olsburg,Kansas
0,Colby,Kansas
7,Toronto,Kansas
4,Ingalls,Kansas
1,Atchison,Kansas
0,Hesston,Kansas
0,Louisburg,Kansas
0,Alexander,Kansas
2,Kechi,Kansas
1,Bushton,Kansas
3,Hoisington,Kansas
5,Coffeyville,Kansas
0,Fontana,Kansas
0,Mayetta,Kansas
0,Muscotah,Kansas
3,Morland,Kansas
0,Nashville,Kansas
1,Catharine,Kansas
4,Matfield Green,Kansas
1,White Cloud,Kansas
1,Selden,Kansas
0,Leon,Kansas
0,Gypsum,Kansas
0,Clyde,Kansas
0,Luray,Kansas
1,Gas,Kansas
6,Weskan,Kansas
0,Quinter,Kansas
2,Anthony,Kansas
1,Admire,Kansas
0,Minneola,Kansas
0,Chase,Kansas
3,Salina,Kansas
0,Barnes,Kansas
0,Holton,Kansas
0,Viola,Kansas
0,Horton,Kansas
0,Chautauqua,Kansas
1,Lincoln Center,Kansas
2,Bartlett,Kansas
0,Leona,Kansas
3,Marienthal,Kansas
0,Great Bend,Kansas
29,La Cygne,Kansas
1,Denison,Kansas
0,Neosho Falls,Kansas
1,Gaylord,Kansas
0,Buhler,Kansas
0,Attica,Kansas
0,Havensville,Kansas
2,Girard,Kansas
1,Elk Falls,Kansas
0,La Crosse,Kansas
2,Moline,Kansas
1,Bogue,Kansas
2,Lorraine,Kansas
0,Morganville,Kansas
4,Palmer,Kansas
0,Weir,Kansas
1,Colwich,Kansas
0,Dwight,Kansas
0,Hudson,Kansas
5,Rolla,Kansas
0,Carlton,Kansas
0,Levant,Kansas
0,Hollenberg,Kansas
0,Falun,Kansas
3,Linn,Kansas
0,Mulberry,Kansas
1,Riverton,Kansas
0,Chetopa,Kansas
0,Schoenchen,Kansas
0,Huron,Kansas
0,Brownell,Kansas
1,Manhattan,Kansas
0,Lane,Kansas
0,Sawyer,Kansas
0,Buffalo,Kansas
0,Grainfield,Kansas
0,Melvern,Kansas
3,Lindsborg,Kansas
0,Leonardville,Kansas
0,Dunlap,Kansas
0,Alden,Kansas
1,Onaga,Kansas
5,Kanopolis,Kansas
0,Baileyville,Kansas
0,Chicopee,Kansas
1,Richmond,Kansas
0,Plainville,Kansas
0,Hazelton,Kansas
0,Haddam,Kansas
2,Jennings,Kansas
1,Sharon Springs,Kansas
0,Ashland,Kansas
1,Ensign,Kansas
3,Grinnell,Kansas
2,Grenola,Kansas
0,Spearville,Kansas
2,Ness City,Kansas
0,Stafford,Kansas
2,Fall River,Kansas
0,Lenora,Kansas
1,Sublette,Kansas
0,Oak Hill,Kansas
0,Williamsburg,Kansas
0,Inman,Kansas
4,Pomona,Kansas
